,id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,is_churn,agegroup,loyaltyscore
749,750,41,Other,74985,68,8,21,Electronics,123.96 ,FALSE,41-50,50.85 
750,751,63,Male,37201,60,6,46,Groceries,90.96 ,FALSE,61-70,60.38 
751,752,31,Male,85928,10,2,40,Home & Garden,34.10 ,FALSE,31-40,49.89 
752,753,28,Other,129367,4,1,44,Electronics,559.61 ,FALSE,21-30,57.01 
753,754,52,Male,49342,77,7,29,Groceries,622.86 ,FALSE,51-60,52.30 
754,755,61,Male,59583,11,8,27,Clothing,744.56 ,FALSE,61-70,47.64 
755,756,30,Female,111050,61,10,32,Electronics,213.88 ,FALSE,31-40,68.36 
756,757,19,Female,129687,78,3,43,Home & Garden,679.67 ,FALSE,0-20,67.65 
757,758,35,Male,94896,36,6,4,Home & Garden,102.23 ,TRUE,31-40,33.03 
758,759,64,Other,130443,29,1,17,Home & Garden,835.67 ,FALSE,61-70,38.07 
759,760,27,Male,80545,63,6,46,Sports,575.98 ,FALSE,21-30,67.18 
760,761,47,Male,112510,1,2,10,Home & Garden,618.20 ,TRUE,41-50,28.98 
761,762,57,Male,145190,42,9,8,Sports,971.83 ,TRUE,51-60,50.38 
762,763,63,Male,115204,12,2,19,Home & Garden,910.59 ,FALSE,61-70,37.68 
763,764,61,Female,116123,96,2,27,Sports,844.95 ,FALSE,61-70,52.62 
764,765,40,Other,108344,87,2,13,Electronics,892.28 ,TRUE,41-50,39.35 
765,766,41,Other,74198,84,1,50,Clothing,60.51 ,FALSE,41-50,61.53 
766,767,45,Other,62582,1,6,46,Clothing,298.11 ,FALSE,41-50,58.29 
767,768,33,Other,92798,80,3,44,Groceries,367.85 ,FALSE,31-40,63.12 
768,769,19,Male,85583,61,5,43,Sports,316.35 ,FALSE,0-20,63.34 
769,770,61,Male,32692,18,8,28,Groceries,709.33 ,FALSE,61-70,45.10 
770,771,55,Other,53069,3,10,43,Clothing,777.97 ,FALSE,51-60,62.66 
771,772,26,Female,79842,78,9,5,Clothing,557.41 ,TRUE,21-30,41.78 
772,773,51,Female,70099,42,7,12,Groceries,481.56 ,TRUE,51-60,38.31 
773,774,52,Male,52167,19,5,50,Home & Garden,961.55 ,FALSE,51-60,59.73 
774,775,24,Male,51225,21,6,31,Sports,235.64 ,FALSE,21-30,46.58 
775,776,31,Female,123947,25,2,39,Groceries,355.67 ,FALSE,31-40,56.29 
776,777,19,Other,45781,93,6,43,Sports,412.99 ,FALSE,0-20,62.57 
777,778,46,Female,78023,83,7,28,Sports,270.15 ,FALSE,41-50,56.40 
778,779,56,Other,43031,56,2,15,Electronics,830.79 ,TRUE,51-60,28.05 
779,780,65,Other,80686,2,8,30,Sports,491.80 ,FALSE,61-70,52.30 
780,781,53,Male,147355,10,2,38,Home & Garden,866.30 ,FALSE,51-60,57.50 
781,782,22,Male,118840,32,9,9,Electronics,819.14 ,TRUE,21-30,46.23 
782,783,39,Other,71987,42,5,35,Clothing,196.61 ,FALSE,31-40,53.00 
783,784,47,Other,64229,74,5,22,Groceries,438.95 ,FALSE,41-50,44.63 
784,785,45,Female,88366,22,10,24,Electronics,253.64 ,FALSE,41-50,54.65 
785,786,30,Male,43192,61,1,27,Sports,614.39 ,FALSE,31-40,36.18 
786,787,57,Other,56547,65,10,43,Groceries,686.83 ,FALSE,51-60,69.38 
787,788,33,Male,38558,71,8,22,Home & Garden,223.73 ,FALSE,31-40,46.48 
788,789,25,Female,52575,77,5,13,Clothing,112.22 ,TRUE,21-30,35.99 
789,790,61,Male,96409,66,1,32,Sports,674.93 ,FALSE,61-70,48.66 
790,791,59,Female,97756,89,6,3,Home & Garden,318.74 ,TRUE,51-60,37.96 
791,792,18,Other,140475,38,8,7,Sports,442.42 ,TRUE,0-20,46.47 
792,793,63,Female,123481,26,1,26,Home & Garden,386.51 ,FALSE,61-70,43.92 
793,794,50,Male,103921,58,2,3,Electronics,687.32 ,TRUE,51-60,27.79 
794,795,33,Female,45432,11,4,42,Electronics,990.34 ,FALSE,31-40,49.51 
795,796,47,Male,92114,17,7,8,Home & Garden,997.15 ,TRUE,41-50,35.92 
796,797,47,Male,86651,54,3,49,Home & Garden,678.41 ,FALSE,41-50,63.60 
797,798,68,Other,44597,3,1,36,Sports,743.73 ,FALSE,61-70,37.79 
798,799,25,Male,107042,27,1,32,Clothing,648.79 ,FALSE,21-30,46.36 
799,800,35,Other,114874,40,3,15,Sports,333.55 ,TRUE,31-40,39.23 
800,801,61,Other,69791,33,8,1,Sports,165.39 ,TRUE,61-70,30.57 
801,802,51,Male,107033,96,3,42,Groceries,992.17 ,FALSE,51-60,65.25 
802,803,64,Male,127745,72,2,11,Groceries,192.17 ,TRUE,61-70,39.16 
803,804,59,Female,58656,47,6,6,Groceries,246.07 ,TRUE,51-60,30.30 
804,805,51,Female,97660,3,7,30,Sports,145.66 ,FALSE,51-60,52.95 
805,806,49,Male,69864,92,10,25,Groceries,522.78 ,FALSE,41-50,59.68 
806,807,24,Male,68172,6,1,28,Clothing,445.30 ,FALSE,21-30,35.23 
807,808,33,Male,127302,43,1,40,Groceries,785.52 ,FALSE,31-40,57.40 
808,809,46,Other,91845,35,8,49,Electronics,537.23 ,FALSE,41-50,72.48 
809,810,35,Male,83547,27,7,40,Electronics,570.08 ,FALSE,31-40,61.23 
810,811,27,Female,78001,50,5,17,Home & Garden,117.03 ,FALSE,21-30,40.30 
811,812,53,Other,76842,73,6,35,Home & Garden,701.61 ,FALSE,51-60,58.83 
812,813,19,Male,68304,9,10,28,Sports,864.57 ,FALSE,0-20,53.55 
813,814,56,Other,145028,2,10,32,Home & Garden,849.56 ,FALSE,51-60,67.55 
814,815,53,Female,58486,87,8,23,Home & Garden,409.35 ,FALSE,51-60,51.87 
815,816,50,Other,143612,71,9,28,Groceries,372.69 ,FALSE,51-60,69.04 
816,817,37,Female,115734,87,2,50,Groceries,646.40 ,FALSE,31-40,70.06 
817,818,69,Male,129445,32,3,6,Home & Garden,42.19 ,TRUE,61-70,33.42 
818,819,46,Other,58692,2,9,22,Home & Garden,230.66 ,FALSE,41-50,44.60 
819,820,52,Other,73723,69,10,19,Sports,321.92 ,FALSE,51-60,53.16 
820,821,41,Other,37547,72,3,24,Groceries,897.46 ,FALSE,41-50,38.03 
821,822,26,Female,34901,31,7,9,Groceries,667.80 ,TRUE,21-30,29.54 
822,823,69,Male,85068,54,6,24,Sports,846.68 ,FALSE,61-70,49.36 
823,824,38,Female,81244,57,5,3,Home & Garden,301.59 ,TRUE,31-40,30.29 
824,825,30,Female,121358,16,1,2,Electronics,122.70 ,TRUE,31-40,23.40 
825,826,48,Male,111795,41,9,17,Groceries,116.19 ,FALSE,41-50,52.47 
826,827,62,Other,88975,58,6,24,Sports,921.21 ,FALSE,61-70,50.35 
827,828,34,Male,43316,72,7,13,Electronics,274.88 ,TRUE,31-40,38.10 
828,829,37,Male,112949,33,8,40,Home & Garden,424.07 ,FALSE,31-40,68.24 
829,830,28,Male,136418,17,5,17,Home & Garden,765.53 ,FALSE,21-30,45.76 
830,831,43,Female,76811,26,1,33,Home & Garden,836.50 ,FALSE,41-50,42.52 
831,832,69,Other,81964,22,1,3,Home & Garden,839.20 ,TRUE,61-70,18.89 
832,833,43,Female,85487,71,7,49,Sports,625.26 ,FALSE,41-50,73.12 
833,834,38,Male,101111,98,8,35,Clothing,738.01 ,FALSE,31-40,68.97 
834,835,41,Female,68147,75,2,33,Groceries,553.35 ,FALSE,41-50,48.12 
835,836,30,Other,42089,29,3,3,Home & Garden,536.52 ,TRUE,31-40,17.61 
836,837,69,Female,106629,4,7,9,Groceries,443.22 ,TRUE,61-70,37.59 
837,838,57,Male,98928,80,3,33,Electronics,934.98 ,FALSE,51-60,55.24 
838,839,43,Male,90687,9,5,24,Sports,531.25 ,FALSE,41-50,43.70 
839,840,58,Female,68764,96,6,31,Groceries,723.66 ,FALSE,51-60,56.71 
840,841,40,Male,125996,64,6,15,Clothing,583.95 ,TRUE,41-50,49.30 
841,842,33,Female,96916,23,6,12,Sports,373.49 ,TRUE,31-40,38.44 
842,843,50,Other,149578,28,2,39,Home & Garden,839.34 ,FALSE,51-60,60.44 
843,844,43,Male,140638,62,10,18,Home & Garden,78.52 ,FALSE,41-50,61.70 
844,845,45,Female,57615,30,5,15,Electronics,998.09 ,TRUE,41-50,33.64 
845,846,60,Other,61376,97,8,9,Electronics,793.84 ,TRUE,61-70,42.11 
846,847,22,Male,134801,47,1,49,Groceries,292.92 ,FALSE,21-30,66.12 
847,848,60,Other,111784,31,1,14,Clothing,122.12 ,TRUE,61-70,33.07 
848,849,56,Female,86142,87,7,8,Sports,291.96 ,TRUE,51-60,42.02 
849,850,48,Female,126398,19,1,18,Clothing,311.08 ,FALSE,41-50,37.26 
850,851,51,Other,59566,25,5,22,Groceries,847.03 ,FALSE,51-60,39.03 
851,852,64,Female,63123,88,1,16,Groceries,330.95 ,FALSE,61-70,33.07 
852,853,22,Other,120644,75,1,4,Clothing,456.11 ,TRUE,21-30,30.80 
853,854,27,Female,40595,84,6,15,Groceries,268.76 ,TRUE,21-30,38.49 
854,855,18,Male,30102,35,2,6,Sports,739.27 ,TRUE,0-20,16.82 
855,856,45,Other,135627,67,2,46,Groceries,524.16 ,FALSE,41-50,67.84 
856,857,19,Female,90561,75,10,23,Home & Garden,866.23 ,FALSE,0-20,59.48 
857,858,67,Male,115470,56,4,6,Clothing,151.74 ,TRUE,61-70,35.72 
858,859,22,Male,62752,2,10,22,Electronics,469.36 ,FALSE,21-30,47.21 
859,860,22,Male,46866,3,7,46,Electronics,737.44 ,FALSE,21-30,58.13 
860,861,21,Other,145884,3,4,25,Home & Garden,676.93 ,FALSE,21-30,50.18 
861,862,20,Male,79899,64,7,46,Clothing,129.90 ,FALSE,21-30,69.18 
862,863,42,Other,77292,73,10,43,Groceries,787.66 ,FALSE,41-50,73.29 
863,864,41,Male,92371,28,10,48,Electronics,594.96 ,FALSE,41-50,75.06 
864,865,57,Other,106632,26,1,17,Groceries,610.98 ,FALSE,51-60,34.19 
865,866,22,Male,48068,57,2,24,Electronics,683.02 ,FALSE,21-30,36.11 
866,867,68,Other,35122,72,6,33,Sports,983.84 ,FALSE,61-70,50.87 
867,868,51,Other,83467,83,1,19,Clothing,30.88 ,FALSE,51-60,38.02 
868,869,49,Female,61376,47,5,16,Home & Garden,241.25 ,FALSE,41-50,36.71 
869,870,57,Other,112212,6,6,44,Home & Garden,312.64 ,FALSE,51-60,64.63 
870,871,57,Female,128481,86,10,40,Home & Garden,727.15 ,FALSE,51-60,79.87 
871,872,63,Male,33546,18,9,31,Sports,191.80 ,FALSE,61-70,49.63 
872,873,42,Female,127546,54,1,31,Clothing,484.72 ,FALSE,41-50,51.33 
873,874,35,Male,121037,70,1,28,Groceries,304.08 ,FALSE,31-40,49.56 
874,875,25,Female,76606,99,10,32,Home & Garden,472.40 ,FALSE,21-30,66.99 
875,876,60,Other,120195,68,9,26,Sports,600.21 ,FALSE,61-70,63.63 
876,877,51,Female,127950,27,3,45,Home & Garden,412.76 ,FALSE,51-60,63.89 
877,878,45,Female,51646,61,5,41,Home & Garden,246.41 ,FALSE,41-50,56.65 
878,879,51,Male,80995,68,1,18,Sports,863.54 ,FALSE,51-60,35.35 
879,880,59,Other,97355,63,2,22,Groceries,329.18 ,FALSE,51-60,42.50 
880,881,47,Female,133264,93,2,21,Groceries,11.01 ,FALSE,41-50,50.09 
881,882,61,Male,49557,22,6,12,Clothing,678.13 ,TRUE,61-70,31.23 
882,883,62,Other,97909,100,1,5,Home & Garden,439.63 ,TRUE,61-70,30.69 
883,884,50,Female,59695,70,5,6,Clothing,241.99 ,TRUE,51-60,30.75 
884,885,58,Other,149723,70,9,23,Electronics,374.59 ,FALSE,51-60,65.86 
885,886,26,Other,113532,70,7,28,Sports,679.69 ,FALSE,21-30,60.43 
886,887,60,Male,98882,38,2,28,Groceries,940.14 ,FALSE,61-70,45.03 
887,888,29,Male,149973,2,2,19,Groceries,437.10 ,FALSE,21-30,41.90 
888,889,33,Other,146269,92,6,10,Sports,486.86 ,TRUE,31-40,51.14 
889,890,60,Other,73059,77,3,31,Clothing,581.15 ,FALSE,61-70,49.46 
890,891,22,Other,87909,19,7,39,Sports,20.52 ,FALSE,21-30,60.29 
891,892,66,Other,40932,5,1,48,Sports,546.06 ,FALSE,61-70,47.04 
892,893,24,Female,60763,92,5,29,Home & Garden,320.70 ,FALSE,21-30,51.51 
893,894,63,Other,119492,25,8,40,Sports,758.10 ,FALSE,61-70,68.42 
894,895,27,Male,128640,3,5,2,Home & Garden,140.52 ,TRUE,21-30,31.20 
895,896,53,Male,137307,34,1,26,Sports,952.12 ,FALSE,51-60,46.80 
896,897,32,Male,81701,96,9,49,Electronics,77.45 ,FALSE,31-40,79.06 
897,898,64,Other,82140,57,3,7,Home & Garden,97.97 ,TRUE,61-70,29.62 
898,899,48,Male,134463,32,2,7,Electronics,535.10 ,TRUE,41-50,32.97 
899,900,52,Female,41544,1,10,46,Home & Garden,720.52 ,FALSE,51-60,63.13 
900,901,57,Female,135440,46,8,3,Home & Garden,442.46 ,TRUE,51-60,43.32 
901,902,55,Female,72193,39,2,6,Home & Garden,207.44 ,TRUE,51-60,23.53 
902,903,33,Other,106771,23,7,3,Sports,609.80 ,TRUE,31-40,34.72 
903,904,64,Female,122557,87,2,5,Groceries,344.59 ,TRUE,61-70,35.08 
904,905,64,Male,139658,77,6,26,Sports,71.97 ,FALSE,61-70,61.45 
905,906,25,Male,130604,100,4,41,Electronics,355.45 ,FALSE,21-30,70.39 
906,907,62,Other,113706,19,1,13,Home & Garden,427.68 ,TRUE,61-70,31.36 
907,908,59,Other,141567,27,8,30,Sports,95.96 ,FALSE,51-60,63.94 
908,909,27,Female,89618,49,8,12,Groceries,831.05 ,TRUE,21-30,43.94 
909,910,55,Other,45562,68,3,30,Groceries,628.34 ,FALSE,51-60,43.63 
910,911,66,Female,55154,93,3,19,Electronics,684.88 ,FALSE,61-70,38.77 
911,912,54,Male,69676,9,7,30,Clothing,932.68 ,FALSE,51-60,49.35 
912,913,38,Male,45551,100,10,22,Electronics,99.63 ,FALSE,31-40,54.43 
913,914,55,Male,109314,72,10,47,Electronics,438.97 ,FALSE,51-60,81.20 
914,915,18,Other,69502,83,6,32,Sports,236.83 ,FALSE,0-20,56.33 
915,916,26,Male,131020,23,7,22,Groceries,844.88 ,FALSE,21-30,53.55 
916,917,49,Other,30523,83,4,38,Electronics,564.48 ,FALSE,41-50,51.28 
917,918,36,Female,45458,74,6,19,Groceries,135.23 ,FALSE,31-40,41.42 
918,919,28,Other,57107,82,5,2,Home & Garden,271.17 ,TRUE,21-30,28.37 
919,920,60,Other,44555,84,7,28,Electronics,678.42 ,FALSE,61-70,51.48 
920,921,66,Male,122436,73,7,47,Home & Garden,666.62 ,FALSE,61-70,77.27 
921,922,58,Male,105157,51,3,27,Clothing,344.39 ,FALSE,51-60,48.47 
922,923,68,Male,107702,73,4,2,Sports,136.03 ,TRUE,61-70,33.06 
923,924,20,Male,88778,56,2,28,Groceries,240.93 ,FALSE,21-30,45.32 
924,925,53,Other,32539,22,6,42,Home & Garden,536.06 ,FALSE,51-60,52.68 
925,926,39,Female,53091,41,9,3,Groceries,12.45 ,TRUE,31-40,32.46 
926,927,46,Other,46368,11,7,17,Home & Garden,869.05 ,FALSE,41-50,35.66 
927,928,28,Male,134592,43,10,25,Clothing,557.04 ,FALSE,21-30,64.49 
928,929,35,Male,48768,43,2,5,Electronics,746.74 ,TRUE,31-40,19.62 
929,930,42,Other,128064,8,8,44,Groceries,316.50 ,FALSE,41-50,71.21 
930,931,59,Male,48329,6,8,26,Home & Garden,36.76 ,FALSE,51-60,44.65 
931,932,31,Other,30969,32,9,11,Sports,562.47 ,TRUE,31-40,34.65 
932,933,18,Male,117893,84,3,24,Electronics,413.27 ,FALSE,0-20,51.28 
933,934,47,Male,138152,53,2,38,Groceries,129.08 ,FALSE,41-50,60.42 
934,935,48,Other,129592,2,3,26,Clothing,748.46 ,FALSE,41-50,46.44 
935,936,51,Male,148784,17,1,50,Home & Garden,302.81 ,FALSE,51-60,66.02 
936,937,43,Female,42201,76,1,50,Home & Garden,106.48 ,FALSE,41-50,55.93 
937,938,64,Other,65498,23,5,24,Clothing,351.94 ,FALSE,61-70,41.32 
938,939,37,Male,70213,84,3,37,Home & Garden,785.53 ,FALSE,31-40,54.53 
939,940,56,Female,51736,3,9,25,Home & Garden,666.01 ,FALSE,51-60,46.06 
940,941,54,Male,33706,64,9,1,Clothing,371.93 ,TRUE,51-60,30.26 
941,942,36,Male,33087,69,7,21,Sports,651.80 ,FALSE,31-40,42.66 
942,943,54,Female,140081,100,1,25,Electronics,30.51 ,FALSE,51-60,53.01 
943,944,47,Other,37014,76,5,34,Electronics,880.18 ,FALSE,41-50,50.35 
944,945,65,Male,42779,81,5,38,Clothing,594.92 ,FALSE,61-70,54.92 
945,946,59,Male,149936,80,7,37,Groceries,406.60 ,FALSE,51-60,74.09 
946,947,60,Other,111493,40,10,8,Groceries,190.34 ,TRUE,61-70,47.12 
947,948,21,Other,117520,34,3,32,Sports,256.98 ,FALSE,21-30,52.63 
948,949,62,Other,128667,37,5,17,Sports,150.62 ,FALSE,61-70,46.60 
949,950,45,Other,114390,38,3,9,Groceries,663.25 ,TRUE,41-50,34.16 
950,951,41,Other,134487,7,10,50,Electronics,556.10 ,FALSE,41-50,80.87 
951,952,29,Female,45164,54,8,45,Groceries,915.62 ,FALSE,21-30,64.17 
952,953,51,Male,104830,43,9,36,Sports,593.92 ,FALSE,51-60,66.82 
953,954,44,Male,123822,20,4,8,Electronics,209.75 ,TRUE,41-50,34.97 
954,955,30,Male,50661,89,9,22,Sports,630.37 ,FALSE,31-40,52.10 
955,956,60,Other,48802,68,1,40,Groceries,296.76 ,FALSE,61-70,48.12 
956,957,60,Female,56429,69,9,32,Groceries,894.95 ,FALSE,61-70,58.96 
957,958,26,Female,41126,37,9,44,Clothing,100.64 ,FALSE,21-30,63.07 
958,959,38,Female,99054,59,6,4,Groceries,174.22 ,TRUE,31-40,35.96 
959,960,61,Female,50349,76,9,42,Clothing,957.50 ,FALSE,61-70,66.75 
960,961,23,Female,60808,96,2,12,Home & Garden,231.03 ,TRUE,21-30,32.32 
961,962,60,Male,98537,71,9,45,Groceries,725.67 ,FALSE,61-70,75.88 
962,963,66,Female,72885,1,9,33,Groceries,654.48 ,FALSE,61-70,55.43 
963,964,26,Other,109221,91,2,44,Sports,660.05 ,FALSE,21-30,64.68 
964,965,49,Other,94218,4,10,5,Electronics,287.36 ,TRUE,41-50,38.53 
965,966,58,Other,133888,92,10,14,Home & Garden,628.30 ,TRUE,51-60,60.48 
966,967,46,Female,67361,80,6,25,Sports,350.08 ,FALSE,41-50,50.10 
967,968,23,Female,74773,16,2,42,Groceries,626.05 ,FALSE,21-30,50.42 
968,969,61,Other,38209,79,8,40,Sports,724.23 ,FALSE,61-70,61.63 
969,970,68,Female,40471,28,3,33,Groceries,40.89 ,FALSE,61-70,41.27 
970,971,58,Female,51913,14,4,21,Home & Garden,733.63 ,FALSE,51-60,33.99 
971,972,41,Male,120294,79,5,44,Clothing,942.03 ,FALSE,41-50,71.14 
972,973,43,Male,130645,34,10,5,Groceries,833.69 ,TRUE,41-50,47.00 
973,974,48,Other,75118,84,6,41,Electronics,711.37 ,FALSE,41-50,64.47 
974,975,49,Female,79546,26,5,12,Home & Garden,935.73 ,TRUE,41-50,34.13 
975,976,30,Male,54930,12,9,13,Electronics,724.88 ,TRUE,31-40,37.84 
976,977,37,Male,100314,71,5,19,Groceries,692.74 ,FALSE,31-40,47.35 
977,978,45,Female,91381,48,8,16,Sports,253.13 ,FALSE,41-50,47.31 
978,979,66,Female,74055,100,6,17,Sports,318.70 ,FALSE,61-70,46.71 
979,980,45,Female,135047,11,9,42,Clothing,422.93 ,FALSE,41-50,72.96 
980,981,30,Male,117373,32,1,49,Home & Garden,129.35 ,FALSE,31-40,62.01 
981,982,59,Other,87884,79,9,28,Groceries,491.55 ,FALSE,51-60,61.48 
982,983,68,Female,117203,76,7,38,Electronics,363.94 ,FALSE,61-70,69.58 
983,984,51,Other,91682,27,9,49,Electronics,990.87 ,FALSE,51-60,73.65 
984,985,35,Other,82057,66,4,9,Sports,683.93 ,TRUE,31-40,34.11 
985,986,66,Other,78149,2,10,9,Home & Garden,579.27 ,TRUE,61-70,39.12 
986,987,22,Male,80049,1,10,47,Sports,16.97 ,FALSE,21-30,69.71 
987,988,26,Male,148451,78,5,14,Groceries,99.19 ,TRUE,21-30,51.27 
988,989,26,Male,45147,93,1,32,Home & Garden,750.58 ,FALSE,21-30,43.67 
989,990,31,Other,45695,36,2,31,Electronics,864.67 ,FALSE,31-40,39.25 
990,991,21,Other,80264,41,4,26,Sports,458.93 ,FALSE,21-30,44.94 
991,992,53,Other,83578,97,5,50,Sports,917.08 ,FALSE,51-60,72.24 
992,993,22,Female,125479,57,8,27,Home & Garden,139.75 ,FALSE,21-30,62.12 
993,994,29,Female,64799,42,5,19,Electronics,967.26 ,FALSE,21-30,39.12 
994,995,60,Male,71923,25,2,40,Clothing,986.97 ,FALSE,61-70,49.29 
995,996,57,Male,112170,57,6,1,Clothing,313.64 ,TRUE,51-60,35.33 
996,997,23,Other,65337,76,10,23,Groceries,632.83 ,FALSE,21-30,55.80 
997,998,23,Male,113097,40,5,42,Sports,75.09 ,FALSE,21-30,64.56 
998,999,22,Female,113695,63,7,44,Electronics,505.16 ,FALSE,21-30,72.55 
999,1000,36,Female,90420,7,2,31,Groceries,669.26 ,FALSE,31-40,43.06 
